assignedpatient_patientjpaid,inputfieldsstring,bestmatchedweight,bestmatchedpatient_patientjpaid,timestamp
120,"{""ort"":""Emmendingen"",""geburtsname"":""Gumprich"",""geburtstag"":24,""vorname"":""Ilse"",""geburtsjahr"":1990,""nachname"":""Gumprich"",""geburtsmonat"":5,""plz"":""22695""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.05
121,"{""ort"":""Cuxhaven"",""geburtsname"":""Geisler"",""geburtstag"":9,""vorname"":""Urte"",""geburtsjahr"":2023,""nachname"":""Geisler"",""geburtsmonat"":8,""plz"":""54378""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.074
122,"{""ort"":""Eckernförde"",""geburtsname"":""Herrmann"",""geburtstag"":28,""vorname"":""Jenny"",""geburtsjahr"":1930,""nachname"":""Herrmann"",""geburtsmonat"":1,""plz"":""58699""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.099
123,"{""ort"":""Wurzen"",""geburtsname"":""Eberth"",""geburtstag"":11,""vorname"":""Oliver"",""geburtsjahr"":1987,""nachname"":""Eberth"",""geburtsmonat"":8,""plz"":""76103""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.126
124,"{""ort"":""Nordhausen"",""geburtsname"":""Preiss"",""geburtstag"":12,""vorname"":""Amalie"",""geburtsjahr"":1935,""nachname"":""Preiss"",""geburtsmonat"":6,""plz"":""10067""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.147
125,"{""ort"":""Lübben"",""geburtsname"":""Jaehn"",""geburtstag"":19,""vorname"":""Ernest"",""geburtsjahr"":1946,""nachname"":""Jaehn"",""geburtsmonat"":3,""plz"":""82137""}",0.43667624458140614,,2026-01-13 22:38:00.176
126,"{""ort"":""Heinsberg"",""geburtsname"":""Johann"",""geburtstag"":30,""vorname"":""Kunibert"",""geburtsjahr"":1937,""nachname"":""Johann"",""geburtsmonat"":12,""plz"":""14441""}",0.45554509692284784,,2026-01-13 22:38:00.203
127,"{""ort"":""Augsburg"",""geburtsname"":""Grein Groth"",""geburtstag"":12,""vorname"":""Luisa Engin"",""geburtsjahr"":1951,""nachname"":""Grein Groth"",""geburtsmonat"":6,""plz"":""25012""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.231
128,"{""ort"":""Pegnitz"",""geburtsname"":""Hamann"",""geburtstag"":7,""vorname"":""Gundel Erdal"",""geburtsjahr"":1957,""nachname"":""Hamann"",""geburtsmonat"":10,""plz"":""78990""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.252
129,"{""ort"":""Sondershausen"",""geburtsname"":""Spiess"",""geburtstag"":18,""vorname"":""Dana"",""geburtsjahr"":1995,""nachname"":""Spiess"",""geburtsmonat"":9,""plz"":""52814""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.274
130,"{""ort"":""Hofgeismar"",""geburtsname"":""Wiek"",""geburtstag"":29,""vorname"":""Walli"",""geburtsjahr"":1974,""nachname"":""Wiek"",""geburtsmonat"":6,""plz"":""97940""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.297
131,"{""ort"":""Bogen"",""geburtsname"":""Conradi"",""geburtstag"":27,""vorname"":""Isabel"",""geburtsjahr"":1945,""nachname"":""Conradi"",""geburtsmonat"":1,""plz"":""77258""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.327
132,"{""ort"":""Badibling"",""geburtsname"":""Baum"",""geburtstag"":6,""vorname"":""Till"",""geburtsjahr"":2007,""nachname"":""Baum"",""geburtsmonat"":12,""plz"":""12200""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.345
133,"{""ort"":""Werdau"",""geburtsname"":""Scholz"",""geburtstag"":18,""vorname"":""Christos"",""geburtsjahr"":1937,""nachname"":""Scholz"",""geburtsmonat"":8,""plz"":""66581""}",0.45741180755429145,,2026-01-13 22:38:00.367
134,"{""ort"":""Kötzting"",""geburtsname"":""Ehlert"",""geburtstag"":23,""vorname"":""Rolf-Dieter"",""geburtsjahr"":1978,""nachname"":""Ehlert"",""geburtsmonat"":4,""plz"":""42624""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.388
135,"{""ort"":""Wismar"",""geburtsname"":""Linke"",""geburtstag"":11,""vorname"":""Kasimir"",""geburtsjahr"":1993,""nachname"":""Linke"",""geburtsmonat"":4,""plz"":""36984""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.409
136,"{""ort"":""Stadtroda"",""geburtsname"":""Jaentsch"",""geburtstag"":20,""vorname"":""Friedl"",""geburtsjahr"":1965,""nachname"":""Jaentsch"",""geburtsmonat"":4,""plz"":""83742""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.428
137,"{""ort"":""Lübben"",""geburtsname"":""Rudolph Reising"",""geburtstag"":24,""vorname"":""Oswin"",""geburtsjahr"":1977,""nachname"":""Rudolph Reising"",""geburtsmonat"":7,""plz"":""96484""}",0.4645842111144113,,2026-01-13 22:38:00.447
138,"{""ort"":""Ilmenau"",""geburtsname"":""Trueb-Scheuermann"",""geburtstag"":15,""vorname"":""Gitte"",""geburtsjahr"":2022,""nachname"":""Trueb-Scheuermann"",""geburtsmonat"":3,""plz"":""15471""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.467
139,"{""ort"":""Schwäbisch Hall"",""geburtsname"":""Hering"",""geburtstag"":17,""vorname"":""Birgid"",""geburtsjahr"":1953,""nachname"":""Hering"",""geburtsmonat"":5,""plz"":""48461""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.486
140,"{""ort"":""Senftenberg"",""geburtsname"":""Lange"",""geburtstag"":11,""vorname"":""Julius"",""geburtsjahr"":2004,""nachname"":""Lange"",""geburtsmonat"":6,""plz"":""48318""}",0.4802103883420921,,2026-01-13 22:38:00.507
141,"{""ort"":""Stuttgart"",""geburtsname"":""Luebs"",""geburtstag"":19,""vorname"":""Sigrid"",""geburtsjahr"":1979,""nachname"":""Luebs"",""geburtsmonat"":4,""plz"":""45721""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.525
142,"{""ort"":""Guben"",""geburtsname"":""Schmidt"",""geburtstag"":24,""vorname"":""Horst-Dieter"",""geburtsjahr"":1987,""nachname"":""Schmidt"",""geburtsmonat"":3,""plz"":""12612""}",0.36584501844581546,,2026-01-13 22:38:00.546
143,"{""ort"":""Bischofswerda"",""geburtsname"":""Jacobi Jaeckel"",""geburtstag"":24,""vorname"":""Andreas-Kathi"",""geburtsjahr"":1971,""nachname"":""Jacobi Jaeckel"",""geburtsmonat"":4,""plz"":""80080""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.564
144,"{""ort"":""Strasburg"",""geburtsname"":""Spiess"",""geburtstag"":29,""vorname"":""Julian"",""geburtsjahr"":1982,""nachname"":""Spiess"",""geburtsmonat"":6,""plz"":""47203""}",0.5287286429584148,,2026-01-13 22:38:00.584
145,"{""ort"":""Viersen"",""geburtsname"":""Neuschaefer"",""geburtstag"":20,""vorname"":""Elena"",""geburtsjahr"":1971,""nachname"":""Neuschaefer"",""geburtsmonat"":9,""plz"":""82112""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.6
146,"{""ort"":""Hansestadttralsund"",""geburtsname"":""Jockel"",""geburtstag"":19,""vorname"":""Heinz-Josef"",""geburtsjahr"":1980,""nachname"":""Jockel"",""geburtsmonat"":7,""plz"":""57821""}",0.3785413274772879,,2026-01-13 22:38:00.619
147,"{""ort"":""Pritzwalk"",""geburtsname"":""Oestrovsky"",""geburtstag"":16,""vorname"":""Jeanette"",""geburtsjahr"":1992,""nachname"":""Oestrovsky"",""geburtsmonat"":9,""plz"":""83441""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.637
148,"{""ort"":""Nabburg"",""geburtsname"":""Stadelmann Trub"",""geburtstag"":13,""vorname"":""Teresa"",""geburtsjahr"":1931,""nachname"":""Stadelmann Trub"",""geburtsmonat"":3,""plz"":""73410""}",0.5245482498478201,,2026-01-13 22:38:00.663
149,"{""ort"":""Bruchsal"",""geburtsname"":""Tlustek"",""geburtstag"":27,""vorname"":""Dietmar"",""geburtsjahr"":1937,""nachname"":""Tlustek"",""geburtsmonat"":11,""plz"":""75892""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.684
150,"{""ort"":""Zschopau"",""geburtsname"":""Stadelmann"",""geburtstag"":10,""vorname"":""Juergen"",""geburtsjahr"":1955,""nachname"":""Stadelmann"",""geburtsmonat"":3,""plz"":""50559""}",0.6023293321633045,148,2026-01-13 22:38:00.724
451,"{""ort"":""Rosenheim"",""geburtsname"":""Gumprich"",""geburtstag"":23,""vorname"":""Hans-Gerhard"",""geburtsjahr"":1921,""nachname"":""Gumprich"",""geburtsmonat"":11,""plz"":""63521""}",0.5347002544365141,,2026-01-13 22:38:00.757
452,"{""ort"":""Neustadtner Waldnaab"",""geburtsname"":""Pechel Kobelt"",""geburtstag"":13,""vorname"":""Uschi"",""geburtsjahr"":1988,""nachname"":""Pechel Kobelt"",""geburtsmonat"":7,""plz"":""29984""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.791
453,"{""ort"":""Grimmen"",""geburtsname"":""Holzapfel"",""geburtstag"":10,""vorname"":""Siegrun"",""geburtsjahr"":1933,""nachname"":""Holzapfel"",""geburtsmonat"":3,""plz"":""29202""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.813
454,"{""ort"":""Mallersdorf"",""geburtsname"":""Rust"",""geburtstag"":28,""vorname"":""Hans-Christian"",""geburtsjahr"":1934,""nachname"":""Rust"",""geburtsmonat"":7,""plz"":""95907""}",0.3812510947897242,,2026-01-13 22:38:00.841
455,"{""ort"":""Main-Höchst"",""geburtsname"":""Lange"",""geburtstag"":5,""vorname"":""Hans-Jochen Marlene"",""geburtsjahr"":1975,""nachname"":""Lange"",""geburtsmonat"":1,""plz"":""87808""}",0.5207914121110232,,2026-01-13 22:38:00.867
456,"{""ort"":""Lüdenscheid"",""geburtsname"":""Muelichen"",""geburtstag"":21,""vorname"":""Gerhardt"",""geburtsjahr"":2005,""nachname"":""Muelichen"",""geburtsmonat"":2,""plz"":""63137""}",0.48530472285422527,,2026-01-13 22:38:00.89
457,"{""ort"":""Aschaffenburg"",""geburtsname"":""Schottin Beier"",""geburtstag"":24,""vorname"":""Sergej"",""geburtsjahr"":1972,""nachname"":""Schottin Beier"",""geburtsmonat"":9,""plz"":""52193""}",0.4449282642388718,,2026-01-13 22:38:00.914
458,"{""ort"":""Meppen"",""geburtsname"":""Butte"",""geburtstag"":6,""vorname"":""Othmar"",""geburtsjahr"":1992,""nachname"":""Butte"",""geburtsmonat"":3,""plz"":""39708""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.935
459,"{""ort"":""Lippstadt"",""geburtsname"":""Reuter"",""geburtstag"":20,""vorname"":""Eckard"",""geburtsjahr"":1938,""nachname"":""Reuter"",""geburtsmonat"":12,""plz"":""46808""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.956
460,"{""ort"":""Erkelenz"",""geburtsname"":""Stadelmann"",""geburtstag"":6,""vorname"":""Susanna"",""geburtsjahr"":1949,""nachname"":""Stadelmann"",""geburtsmonat"":6,""plz"":""42199""}",0.5325401639781284,,2026-01-13 22:38:00.974
461,"{""ort"":""Hettstedt"",""geburtsname"":""Weinhage"",""geburtstag"":18,""vorname"":""Bozena"",""geburtsjahr"":1960,""nachname"":""Weinhage"",""geburtsmonat"":3,""plz"":""30156""}",-1.7976931348623157e+308,,2026-01-13 22:38:00.991
462,"{""ort"":""Freudenstadt"",""geburtsname"":""Gotthard"",""geburtstag"":14,""vorname"":""Petros"",""geburtsjahr"":2019,""nachname"":""Gotthard"",""geburtsmonat"":7,""plz"":""84276""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.01
463,"{""ort"":""Erding"",""geburtsname"":""Salz-Hellwig"",""geburtstag"":21,""vorname"":""Hardy"",""geburtsjahr"":1984,""nachname"":""Salz-Hellwig"",""geburtsmonat"":12,""plz"":""47629""}",0.4492699298291268,,2026-01-13 22:38:01.032
464,"{""ort"":""Artern"",""geburtsname"":""Bender"",""geburtstag"":15,""vorname"":""Birthe"",""geburtsjahr"":1926,""nachname"":""Bender"",""geburtsmonat"":5,""plz"":""28624""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.053
465,"{""ort"":""Oranienburg"",""geburtsname"":""Stahr"",""geburtstag"":24,""vorname"":""Danica"",""geburtsjahr"":1962,""nachname"":""Stahr"",""geburtsmonat"":11,""plz"":""70371""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.071
466,"{""ort"":""Kusel"",""geburtsname"":""Seidel"",""geburtstag"":21,""vorname"":""Viola"",""geburtsjahr"":1979,""nachname"":""Seidel"",""geburtsmonat"":6,""plz"":""11885""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.087
467,"{""ort"":""Crailsheim"",""geburtsname"":""Karz"",""geburtstag"":5,""vorname"":""Jadwiga"",""geburtsjahr"":1984,""nachname"":""Karz"",""geburtsmonat"":5,""plz"":""29555""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.102
468,"{""ort"":""Norden"",""geburtsname"":""Weinhage"",""geburtstag"":1,""vorname"":""Francesco-Ekaterina"",""geburtsjahr"":1973,""nachname"":""Weinhage"",""geburtsmonat"":10,""plz"":""58452""}",0.5256291334680665,,2026-01-13 22:38:01.118
469,"{""ort"":""Main-Höchst"",""geburtsname"":""Jacob"",""geburtstag"":26,""vorname"":""Siegrun"",""geburtsjahr"":1974,""nachname"":""Jacob"",""geburtsmonat"":10,""plz"":""50901""}",0.49345775995882885,,2026-01-13 22:38:01.139
470,"{""ort"":""Hammelburg"",""geburtsname"":""Johann"",""geburtstag"":14,""vorname"":""Birgitta"",""geburtsjahr"":1963,""nachname"":""Johann"",""geburtsmonat"":9,""plz"":""35508""}",0.5528424963734094,,2026-01-13 22:38:01.157
471,"{""ort"":""Quedlinburg"",""geburtsname"":""Roehricht Fischer"",""geburtstag"":30,""vorname"":""Hanny Dusan"",""geburtsjahr"":1963,""nachname"":""Roehricht Fischer"",""geburtsmonat"":4,""plz"":""26697""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.178
472,"{""ort"":""Ueckermünde"",""geburtsname"":""Geisler"",""geburtstag"":8,""vorname"":""Marta"",""geburtsjahr"":2014,""nachname"":""Geisler"",""geburtsmonat"":8,""plz"":""82194""}",0.6006706848408895,121,2026-01-13 22:38:01.199
473,"{""ort"":""Pegnitz"",""geburtsname"":""Eberth"",""geburtstag"":30,""vorname"":""Mijo"",""geburtsjahr"":2015,""nachname"":""Eberth"",""geburtsmonat"":6,""plz"":""68983""}",0.5207914121110232,,2026-01-13 22:38:01.216
474,"{""ort"":""Torgau"",""geburtsname"":""Wilms"",""geburtstag"":2,""vorname"":""Wolfhard"",""geburtsjahr"":1939,""nachname"":""Wilms"",""geburtsmonat"":3,""plz"":""49200""}",0.49884136732390616,,2026-01-13 22:38:01.231
475,"{""ort"":""Seelow"",""geburtsname"":""Kohl"",""geburtstag"":13,""vorname"":""Monica"",""geburtsjahr"":2002,""nachname"":""Kohl"",""geburtsmonat"":1,""plz"":""44565""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.246
476,"{""ort"":""Pößneck"",""geburtsname"":""Kitzmann"",""geburtstag"":14,""vorname"":""Lutz"",""geburtsjahr"":1992,""nachname"":""Kitzmann"",""geburtsmonat"":4,""plz"":""03933""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.26
477,"{""ort"":""Rastatt"",""geburtsname"":""Albers-Boerner"",""geburtstag"":1,""vorname"":""Hulda"",""geburtsjahr"":1984,""nachname"":""Albers-Boerner"",""geburtsmonat"":11,""plz"":""29700""}",0.33461533253079845,,2026-01-13 22:38:01.273
478,"{""ort"":""Lemgo"",""geburtsname"":""Dobes"",""geburtstag"":15,""vorname"":""Ulrike"",""geburtsjahr"":1964,""nachname"":""Dobes"",""geburtsmonat"":9,""plz"":""20802""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.289
479,"{""ort"":""Artern"",""geburtsname"":""Kroker"",""geburtstag"":27,""vorname"":""Gerta-Igor"",""geburtsjahr"":1944,""nachname"":""Kroker"",""geburtsmonat"":8,""plz"":""68963""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.305
480,"{""ort"":""Kötzting"",""geburtsname"":""Trommler"",""geburtstag"":6,""vorname"":""Sandy"",""geburtsjahr"":1978,""nachname"":""Trommler"",""geburtsmonat"":12,""plz"":""34890""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.322
481,"{""ort"":""Burg"",""geburtsname"":""Rose"",""geburtstag"":20,""vorname"":""Dina"",""geburtsjahr"":1922,""nachname"":""Rose"",""geburtsmonat"":1,""plz"":""45492""}",0.41603714238409084,,2026-01-13 22:38:01.337
482,"{""ort"":""Gadebusch"",""geburtsname"":""Losekann"",""geburtstag"":24,""vorname"":""Karl-Hans"",""geburtsjahr"":1995,""nachname"":""Losekann"",""geburtsmonat"":6,""plz"":""74637""}",0.40017629285461853,,2026-01-13 22:38:01.356
483,"{""ort"":""Donaueschingen"",""geburtsname"":""Wernecke"",""geburtstag"":27,""vorname"":""Valeria"",""geburtsjahr"":1953,""nachname"":""Wernecke"",""geburtsmonat"":8,""plz"":""47060""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.376
484,"{""ort"":""Rudolstadt"",""geburtsname"":""Hecker"",""geburtstag"":19,""vorname"":""Yusuf"",""geburtsjahr"":1930,""nachname"":""Hecker"",""geburtsmonat"":7,""plz"":""63531""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.394
485,"{""ort"":""Gerolzhofen"",""geburtsname"":""Bien"",""geburtstag"":15,""vorname"":""Justus"",""geburtsjahr"":2001,""nachname"":""Bien"",""geburtsmonat"":1,""plz"":""69749""}",0.21927507452064288,,2026-01-13 22:38:01.412
486,"{""ort"":""Ebersberg"",""geburtsname"":""Bien"",""geburtstag"":5,""vorname"":""Grit"",""geburtsjahr"":1964,""nachname"":""Bien"",""geburtsmonat"":12,""plz"":""74154""}",0.5303160891278932,,2026-01-13 22:38:01.436
487,"{""ort"":""Altentreptow"",""geburtsname"":""Weinhage"",""geburtstag"":16,""vorname"":""Angelica"",""geburtsjahr"":2010,""nachname"":""Weinhage"",""geburtsmonat"":5,""plz"":""46056""}",0.5464418269847043,,2026-01-13 22:38:01.461
488,"{""ort"":""Wanzleben"",""geburtsname"":""Dowerg"",""geburtstag"":15,""vorname"":""Malte"",""geburtsjahr"":1989,""nachname"":""Dowerg"",""geburtsmonat"":8,""plz"":""57157""}",0.427400482747832,,2026-01-13 22:38:01.485
489,"{""ort"":""Apolda"",""geburtsname"":""Binner"",""geburtstag"":5,""vorname"":""Wulf"",""geburtsjahr"":1961,""nachname"":""Binner"",""geburtsmonat"":4,""plz"":""77510""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.505
490,"{""ort"":""Backnang"",""geburtsname"":""Steinberg"",""geburtstag"":7,""vorname"":""Marianne"",""geburtsjahr"":2014,""nachname"":""Steinberg"",""geburtsmonat"":2,""plz"":""93354""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.526
491,"{""ort"":""Burg"",""geburtsname"":""Pechel"",""geburtstag"":21,""vorname"":""Gesa"",""geburtsjahr"":1962,""nachname"":""Pechel"",""geburtsmonat"":2,""plz"":""11441""}",0.5227265006538405,,2026-01-13 22:38:01.547
492,"{""ort"":""Flöha"",""geburtsname"":""Barth"",""geburtstag"":17,""vorname"":""Semra"",""geburtsjahr"":1928,""nachname"":""Barth"",""geburtsmonat"":12,""plz"":""97849""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.565
493,"{""ort"":""Regen"",""geburtsname"":""Bender"",""geburtstag"":29,""vorname"":""Berthold"",""geburtsjahr"":1955,""nachname"":""Bender"",""geburtsmonat"":10,""plz"":""15513""}",0.5838219749381799,,2026-01-13 22:38:01.583
494,"{""ort"":""Jülich"",""geburtsname"":""Weinhold Groettner"",""geburtstag"":20,""vorname"":""Klaus-Michael"",""geburtsjahr"":1987,""nachname"":""Weinhold Groettner"",""geburtsmonat"":10,""plz"":""31704""}",0.40744912872420047,,2026-01-13 22:38:01.603
495,"{""ort"":""Sondershausen"",""geburtsname"":""Mohaupt"",""geburtstag"":22,""vorname"":""Othmar"",""geburtsjahr"":2012,""nachname"":""Mohaupt"",""geburtsmonat"":9,""plz"":""12833""}",0.1923002107904568,,2026-01-13 22:38:01.625
496,"{""ort"":""Kelheim"",""geburtsname"":""Rudolph"",""geburtstag"":4,""vorname"":""Angelo-Margarita"",""geburtsjahr"":1965,""nachname"":""Rudolph"",""geburtsmonat"":7,""plz"":""38562""}",0.5664841205844497,,2026-01-13 22:38:01.647
497,"{""ort"":""Illertissen"",""geburtsname"":""Schaaf"",""geburtstag"":29,""vorname"":""Tadeusz-Marlis"",""geburtsjahr"":1988,""nachname"":""Schaaf"",""geburtsmonat"":6,""plz"":""13505""}",0.5954183016532425,,2026-01-13 22:38:01.669
498,"{""ort"":""Badalzungen"",""geburtsname"":""Schaaf"",""geburtstag"":31,""vorname"":""Nadine"",""geburtsjahr"":1962,""nachname"":""Schaaf"",""geburtsmonat"":1,""plz"":""07862""}",0.5663833049990731,,2026-01-13 22:38:01.698
499,"{""ort"":""Crailsheim"",""geburtsname"":""Heidrich"",""geburtstag"":14,""vorname"":""Detlev"",""geburtsjahr"":1986,""nachname"":""Heidrich"",""geburtsmonat"":6,""plz"":""06462""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.725
500,"{""ort"":""Weißenfels"",""geburtsname"":""Roskoth"",""geburtstag"":16,""vorname"":""Jaroslav"",""geburtsjahr"":1981,""nachname"":""Roskoth"",""geburtsmonat"":4,""plz"":""37425""}",0.43207101081116556,,2026-01-13 22:38:01.756
801,"{""ort"":""Erbisdorf"",""geburtsname"":""Oderwald"",""geburtstag"":11,""vorname"":""Cora"",""geburtsjahr"":1938,""nachname"":""Oderwald"",""geburtsmonat"":3,""plz"":""89430""}",-1.7976931348623157e+308,,2026-01-13 22:38:01.789
802,"{""ort"":""Grevenbroich"",""geburtsname"":""Scheel"",""geburtstag"":9,""vorname"":""Marica"",""geburtsjahr"":1990,""nachname"":""Scheel"",""geburtsmonat"":1,""plz"":""05628""}",0.45293572256370374,,2026-01-13 22:38:01.843
